park_name,park_unit,water_system_name,alternative_name,classification,pws_number,source_type,source_longitude,source_latitude,geometry,PWS_NAME,PWS_TYPE_CODE,POPULATION_SERVED_COUNT,POP_CAT_2_CODE,POP_CAT_3_CODE,POP_CAT_4_CODE,POP_CAT_5_CODE,POP_CAT_11_CODE,POP_CAT_2_DESC,POP_CAT_3_DESC,POP_CAT_4_DESC,POP_CAT_5_DESC,POP_CAT_11_DESC,Avg_Annual_Visits_5Yr
Big Bend National Park,BIBE,Water System PJ,Panther Junction,Community Water System (CWS),TX0220020,deep groundwater,-103.17804,29.30274,"c(-103.17804, 29.30274)",PANTHER JUNCTION PLT,CWS,300,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,549437.2
Big Bend National Park,BIBE,Water System PJ,Panther Junction,Community Water System (CWS),TX0220020,deep groundwater,-103.21218,29.3198,"c(-103.21218, 29.3198)",PANTHER JUNCTION PLT,CWS,300,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,549437.2
Big Bend National Park,BIBE,Water System RGV,Rio Grande Village,Transient Non-Community Water System (TNC),TX0220021,deep groundwater,-102.95326,29.17947,"c(-102.95326, 29.17947)",RIO GRANDE VILLAGE BBNP,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,549437.2
Big Bend National Park,BIBE,Water System CB,NA,Transient Non-Community Water System (TNC),TX0220022,spring,-103.3367,29.28208,"c(-103.3367, 29.28208)",BIG BEND NATIONAL PARK CHISOS BASIN WS,TNCWS,81,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,549437.2
Bighorn Canyon National Recreation Area,BICA,UTIL Ok-A-Beh Water System,NA,Transient Non-Community Water System (TNC),MT0002762,spring,-107.973041,45.304978,"c(-107.973041, 45.304978)",OK A BEH MARINA,TNCWS,200,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,227518.6
Bighorn Canyon National Recreation Area,BICA,UTIL Ok-A-Beh Water System,NA,Transient Non-Community Water System (TNC),MT0002762,deep groundwater,-107.973041,45.304978,"c(-107.973041, 45.304978)",OK A BEH MARINA,TNCWS,200,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,227518.6
Bighorn Canyon National Recreation Area,BICA,UTIL Ewing-Snell  Water System,NA,Non-Potable (NonPOT),NA,river/stream,-108.262871,45.084404,"c(-108.262871, 45.084404)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,227518.6
Bighorn Canyon National Recreation Area,BICA,UTIL Ft Smith Ranger Station Water System,NA,Non-Potable (NonPOT),NA,deep groundwater,-107.932733,45.306828,"c(-107.932733, 45.306828)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,227518.6
Bighorn Canyon National Recreation Area,BICA,UTIL Crooked Creek Ranger Station Water System,NA,Non-Potable (NonPOT),NA,shallow groundwater,-108.290556,44.9586,"c(-108.290556, 44.9586)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,227518.6
Bighorn Canyon National Recreation Area,BICA,UTIL Horseshoe Bend Water System,NA,Transient Non-Community Water System (TNC),WY5680175,spring,-108.281325,44.971625,"c(-108.281325, 44.971625)",BIGHORN CANYON NAT'L REC. AREA,TNCWS,40,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,227518.6
Big Cypress National Preserve,BICY,Irrigation Water System,Park Headquarters Water System,Community Water System (CWS),FL5110087,unknown groundwater,-81.305088,25.912657,"c(-81.305088, 25.912657)",BIG CYPRESS PARK HEADQUARTERS,CWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,2358594
Big Cypress National Preserve,BICY,OH - Ochopee Well System,NA,Non-Transient Non-Community Water System (NTNC),FL5110087,unknown groundwater,-81.3252,25.89768,"c(-81.3252, 25.89768)",BIG CYPRESS PARK HEADQUARTERS,CWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,2358594
Big Cypress National Preserve,BICY,OA -   Water Distribution System,NA,Transient Non-Community Water System (TNC),FL5114108,unknown groundwater,-81.03363,25.85772,"c(-81.03363, 25.85772)",OASIS RANGER STATION,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,2358594
Big Cypress National Preserve,BICY,ML -  Monument Lake Water Dist. System,Monument Lake Water System,Transient Non-Community Water System (TNC),FL5114135,unknown groundwater,-81.115413,25.868331,"c(-81.115413, 25.868331)",MONUMENT LAKE CAMPGROUND,TNCWS,40,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,2358594
Big Cypress National Preserve,BICY,"MW - Midway, Water Dist. System",Midway Campground Water System,Transient Non-Community Water System (TNC),FL5114153,unknown groundwater,-80.989782,25.851357,"c(-80.989782, 25.851357)",MIDWAY CAMPGROUND,TNCWS,307,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,2358594
Big Cypress National Preserve,BICY,Artesian Well,NA,Non-Potable (NonPOT),NA,deep groundwater,-80.827587,25.760953,"c(-80.827587, 25.760953)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2358594
Big Cypress National Preserve,BICY,BCW - Teufel Property Water Dist. System,Teuful Water System,Non-Public Water System (NP),NA,unknown groundwater,-80.92801,26.22495,"c(-80.92801, 26.22495)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2358594
Big Cypress National Preserve,BICY,BR -  Quarters #25 Water Dist. System,Quarters #25 Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.28727,25.90839,"c(-81.28727, 25.90839)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2358594
Big Cypress National Preserve,BICY,Burns Lake Water System,Burns Lake Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.229939,25.893096,"c(-81.229939, 25.893096)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2358594
Big Cypress National Preserve,BICY,"CS - Cal Stone, Water Dist. System",NA,Non-Potable (NonPOT),NA,unknown groundwater,-81.06374,26.039159,"c(-81.06374, 26.039159)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2358594
Big Cypress National Preserve,BICY,"DL - Deep Lake, Water Dist. System",NA,Non-Public Water System (NP),NA,unknown groundwater,-81.342885,26.042383,"c(-81.342885, 26.042383)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2358594
Big Cypress National Preserve,BICY,EE - E.E. Center Water Dist. System,EEC Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.311991,25.932259,"c(-81.311991, 25.932259)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2358594
Big Cypress National Preserve,BICY,"FO - Fire Operations Center, Water Dist. System",Fire Operation Center Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.35494,25.955324,"c(-81.35494, 25.955324)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2358594
Big Cypress National Preserve,BICY,FO - Quarters #74 Water Distribution System,Quarters #74 Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.35577,25.95355,"c(-81.35577, 25.95355)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2358594
Big Cypress National Preserve,BICY,"LP- Loop Road RS, Water Distribution System",Loop Road Ranger Station Water System,Non-Public Water System (NP),NA,deep groundwater,-80.932565,25.749269,"c(-80.932565, 25.749269)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2358594
Big Cypress National Preserve,BICY,Mitchell Landing Water System,Mitchell Landing Water System,Non-Public Water System (NP),NA,unknown groundwater,-80.926627,25.754416,"c(-80.926627, 25.754416)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2358594
Big Cypress National Preserve,BICY,"MS- Monroe Station , Water Dist. System",NA,Non-Public Water System (NP),NA,deep groundwater,-81.100274,25.862503,"c(-81.100274, 25.862503)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2358594
Big Cypress National Preserve,BICY,OA - Q10 Water Distribution System,NA,Non-Public Water System (NP),NA,unknown groundwater,-81.03363,25.85772,"c(-81.03363, 25.85772)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2358594
Big Cypress National Preserve,BICY,OH - Ochopee Water Dist. System,NA,Non-Public Water System (NP),NA,unknown groundwater,-81.32326,25.897564,"c(-81.32326, 25.897564)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2358594
Big Cypress National Preserve,BICY,TR - Q2/Q4 Water Dist. system,Quarters #2 & #4 Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.262775,25.898291,"c(-81.262775, 25.898291)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2358594
Big Cypress National Preserve,BICY,WP - Weeks Property  Water Dist. System,NA,Non-Public Water System (NP),NA,unknown groundwater,-81.340405,25.965762,"c(-81.340405, 25.965762)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2358594
Big Hole National Battlefield,BIHO,BIHO National Battlefield,NA,Transient Non-Community Water System (TNC),MT0001271,deep groundwater,-113.643266,45.641319,"c(-113.643266, 45.641319)",BIG HOLE NATIONAL BATTLEFIELD,TNCWS,214,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,45574
Biscayne National Park,BISC,AK Water System (Non-Potable),NA,Non-Public Water System (NP),NA,ocean,-80.23469,25.39795,"c(-80.23469, 25.39795)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,595340
Biscayne National Park,BISC,AK Water System (Potable ),NA,Non-Public Water System (NP),NA,ocean,-80.23469,25.39795,"c(-80.23469, 25.39795)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,595340
Biscayne National Park,BISC,AK Water System (Potable ),NA,Non-Public Water System (NP),NA,rainwater,-80.23389,25.39738,"c(-80.23389, 25.39738)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,595340
Biscayne National Park,BISC,EK Water System (Potable),BISC NATL PK-ELLIOTT KEY,Transient Non-Community Water System (TNC),FL4131923,deep groundwater,-80.196195,25.452447,"c(-80.196195, 25.452447)",BISC NATL PK-ELLIOTT KEY,TNCWS,60,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,595340
Biscayne National Park,BISC,EK Water System (Non-Potable),BISC NATL PK-ELLIOTT KEY,Transient Non-Community Water System (TNC),FL4131923,deep groundwater,-80.196195,25.452447,"c(-80.196195, 25.452447)",BISC NATL PK-ELLIOTT KEY,TNCWS,60,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,595340
Biscayne National Park,BISC,BC Water System,Boca Chita Key Water System,Non-Potable (NonPOT),NA,rainwater,-80.17314,25.5235,"c(-80.17314, 25.5235)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,595340
Biscayne National Park,BISC,BC Water System,Boca Chita Key Water System,Non-Potable (NonPOT),NA,ocean,-80.17314,25.5235,"c(-80.17314, 25.5235)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,595340
Big South Fork National River & Recreation Area,BISO,Bandy Creek Water System,Bandy Creek Water System,Transient Non-Community Water System (TNC),TN0004508,unknown groundwater,-84.69808,36.4905,"c(-84.69808, 36.4905)",BANDY CREEK CAMPGROUND,TNCWS,1003,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300",790481
Big South Fork National River & Recreation Area,BISO,Charit Creek Water System,Charit Creek Water System,Transient Non-Community Water System (TNC),TN0004556,unknown groundwater,-84.72708,36.5379,"c(-84.72708, 36.5379)",CHARIT CREEK LODGE,TNCWS,48,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,790481
Big Thicket National Preserve,BITH,Water System at Lilly House,NA,Non-Public Water System (NP),NA,unknown groundwater,-94.69429,30.62044,"c(-94.69429, 30.62044)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,266109.8
Big Thicket National Preserve,BITH,Water System at Staley Cabin,Kirby Nature Trail,Non-Public Water System (NP),TX1000072,deep groundwater,-94.35075,30.46204,"c(-94.35075, 30.46204)",BIG THICKET NATURE TRAIL,TNCWS,0,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,266109.8
Blue Ridge Parkway,BLRI,BGAP MP 442.8 W42 Balsam Gap \B807 (Well) (0000012),NA,Non-Public Water System (NP),NA,unknown groundwater,-83.078135,35.43175,"c(-83.078135, 35.43175)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,17908413.4
Blue Ridge Parkway,BLRI,BGAP MP 455.5 W43 Soco Gap Well/B747 (Well) (0144568),Soco Gap Water System,Non-Public Water System (NP),NA,unknown groundwater,-83.156477,35.494644,"c(-83.156477, 35.494644)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,17908413.4
Blue Ridge Parkway,BLRI,BLUF MP 245.5  W23 Bluffs Maint (Well) (0000006),Bluff's Maintenance Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.20414,36.390212,"c(-81.20414, 36.390212)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,17908413.4
Blue Ridge Parkway,BLRI,FGAP MP 199.1 W18 Fancy Gap Maint (Well) (0000004),Fancy Gap Maintenance Water System,Non-Public Water System (NP),NA,unknown groundwater,-80.68883,36.66697,"c(-80.68883, 36.66697)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,17908413.4
Blue Ridge Parkway,BLRI,FGAP MP 200.2 W19 Fancy Gap Qtr (Well) (0000005),Fancy Gap Quarters Water System,Non-Public Water System (NP),NA,unknown groundwater,-80.6973,36.66113,"c(-80.6973, 36.66113)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,17908413.4
Blue Ridge Parkway,BLRI,FGAP MP 202.9 W50 Ranger Office (Hipp Dwelling),HIPP Water System,Non-Public Water System (NP),NA,unknown groundwater,-80.72728,36.63971,"c(-80.72728, 36.63971)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,17908413.4
Blue Ridge Parkway,BLRI,GGAP MP 330.9 W36 Gillespie Gap (Well) (0106408),Gillespie Gap Water System,Non-Public Water System (NP),NA,unknown groundwater,-82.05284,35.85543,"c(-82.05284, 35.85543)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,17908413.4
Blue Ridge Parkway,BLRI,JRVR MP 66.3 W7 James River Maint (Well) (0000002),James River Maintenance Water System,Non-Public Water System (NP),NA,deep groundwater,-79.412444,37.556763,"c(-79.412444, 37.556763)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,17908413.4
Blue Ridge Parkway,BLRI,LFAL MP 317.4 W35  Linville Quarters (Well) (0000011),Linville Quarters Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.948879,35.967558,"c(-81.948879, 35.967558)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,17908413.4
Blue Ridge Parkway,BLRI,MONT MP 16.1 W3 Love Maint-Well,Love Water System,Non-Public Water System (NP),NA,unknown groundwater,-79.00712,37.88657,"c(-79.00712, 37.88657)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,17908413.4
Blue Ridge Parkway,BLRI,SFLT MP 267.6 W26 Benge (Well) (0000008),NA,Non-Public Water System (NP),NA,unknown groundwater,-81.413683,36.281842,"c(-81.413683, 36.281842)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,17908413.4
Blue Ridge Parkway,BLRI,GGAP MP 339.5 W37 Crabtree Meadows (Well) (0100491),Crabtree Falls Water System,Transient Non-Community Water System (TNC),NC0100491,deep groundwater,-82.145634,35.813162,"c(-82.145634, 35.813162)",CRABTREE FALLS,TNCWS,0,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,BLUF MP 217.6 W20 Cumberland Knob (Well)( 0103443),Cumberland Knob Water System,Transient Non-Community Water System (TNC),NC0103443,shallow groundwater,-80.910932,36.556551,"c(-80.910932, 36.556551)",CUMBERLAND KNOB MAINTENANCE,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,BLUF MP 239.2 W21 Doughton CG (Well) (0103444),Doughton Park Campground Water System,Transient Non-Community Water System (TNC),NC0103444,deep groundwater,-81.165313,36.436799,"c(-81.165313, 36.436799)",DOUGHTON PARK--CAMPGROUND,TNCWS,400,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,17908413.4
Blue Ridge Parkway,BLRI,BLUF MP 241.1 W22  Doughton Lodge (Well) (0103445),NA,Transient Non-Community Water System (TNC),NC0103445,deep groundwater,-81.178602,36.429826,"c(-81.178602, 36.429826)",DOUGHTON PARK LODGE AND RESTAURANT,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,BLUF MP 258.7 W25  NW Trading Post (Well) (0105501),Northwest Trading Post Water System,Transient Non-Community Water System (TNC),NC0105501,unknown groundwater,-81.37625,36.34439,"c(-81.37625, 36.34439)",NORTHWEST TRADING POST,TNCWS,0,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,SFLT MP 271.9 W27 Jeffress Park (Well) (0105502),NA,Transient Non-Community Water System (TNC),NC0105502,deep groundwater,-81.456527,36.250027,"c(-81.456527, 36.250027)",JEFFRESS PARK,TNCWS,0,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,LFAL MP 316.4 W33 Linville VC (Well) (0112569),LINVILLE FALLS VISITORS CENTER,Transient Non-Community Water System (TNC),NC0112569,unknown groundwater,-81.936358,35.974419,"c(-81.936358, 35.974419)",LINVILLE FALLS VISITORS CENTER,TNCWS,0,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,Linville Picnic Area Water System,"Linville Falls R.V. Park, Campground",Transient Non-Community Water System (TNC),NC0106496,unknown groundwater,-81.936358,35.974419,"c(-81.936358, 35.974419)","LINVILLE FALLS R.V PARK, CAMPGROUND AND",TNCWS,102,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,17908413.4
Blue Ridge Parkway,BLRI,SFLT MP 304.4 W48 Linn Cove/B820 (Well) (0106509),Linn Cove Water System,Transient Non-Community Water System (TNC),NC0106509,unknown groundwater,-81.814462,36.090071,"c(-81.814462, 36.090071)",LINN COVE VISITOR CENTER,TNCWS,0,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,Price Park Water System,Price Park Water System,Transient Non-Community Water System (TNC),NC0195501,deep groundwater,-81.739412,36.14053,"c(-81.739412, 36.14053)",PRICE PARK CAMPGROUND,TNCWS,100,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,OTEN MP 365.0 W39 Craggy Gardens (Well) (0111493),Craggy Gardens Water System,Transient Non-Community Water System (TNC),NC0111493,deep groundwater,-82.365963,35.711469,"c(-82.365963, 35.711469)",CRAGGY GARDENS VISITORS CENTER,TNCWS,0,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,OTEN MP 365.0 W39 Craggy Gardens (Well) (0111493),Craggy Gardens Water System,Transient Non-Community Water System (TNC),NC0111494,deep groundwater,-82.365963,35.711469,"c(-82.365963, 35.711469)",GRAGGY GARDENS PICNIC AREA,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,OTEN MP 365.0 W39 Craggy Gardens (Well) (0111493),Craggy Gardens Water System,Transient Non-Community Water System (TNC),NC0111493,deep groundwater,-82.365487,35.712221,"c(-82.365487, 35.712221)",CRAGGY GARDENS VISITORS CENTER,TNCWS,0,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,OTEN MP 365.0 W39 Craggy Gardens (Well) (0111493),Craggy Gardens Water System,Transient Non-Community Water System (TNC),NC0111494,deep groundwater,-82.365487,35.712221,"c(-82.365487, 35.712221)",GRAGGY GARDENS PICNIC AREA,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,BGAP MP 451.2 W44 Waterrock Knob (Spring) (0150469),NA,Transient Non-Community Water System (TNC),NC0150469,unknown groundwater,-83.14113,35.46051,"c(-83.14113, 35.46051)",WATER ROCK KNOB,TNCWS,300,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,17908413.4
Blue Ridge Parkway,BLRI,MTPI MP 407.8 W41  Mt Pisgah  Bldg.B505 (Well) (0188538),MOUNT PISGAH,Non-Transient Non-Community Water System (NTNC),NC0188538,unknown groundwater,-82.757801,35.406111,"c(-82.757801, 35.406111)",MOUNT PISGAH,NTNCWS,150,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,17908413.4
Blue Ridge Parkway,BLRI,MTPI MP 407.8 W46 Mt Pisgah #2/B748 (Well) (0188538),Mt. Pisgah Water System,Non-Transient Non-Community Water System (NTNC),NC0188538,deep groundwater,-82.754868,35.403678,"c(-82.754868, 35.403678)",MOUNT PISGAH,NTNCWS,150,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,17908413.4
Blue Ridge Parkway,BLRI,SFLT MP 294.0 W30 Cone Park (Well) (0195500),NA,Transient Non-Community Water System (TNC),NC0195500,deep groundwater,-81.692579,36.152135,"c(-81.692579, 36.152135)",CONE PARK,TNCWS,500,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,17908413.4
Blue Ridge Parkway,BLRI,Linville Campground Water System,NA,Transient Non-Community Water System (TNC),NC1012031,deep groundwater,-81.932711,35.965985,"c(-81.932711, 35.965985)",LINVILLE FALLS CAMPGROUND,TNCWS,0,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,FGAP MP 213.5  W49 - Fishers Peak/B960 & B961 (2 wells),Blue Ridge Music Center Water System,Transient Non-Community Water System (TNC),VA1035050,unknown groundwater,-80.85142,36.57643,"c(-80.85142, 36.57643)",BLUE RIDGE MUSIC CENTER,TNCWS,100,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,FGAP MP 188.8 W17 Groundhog Mtn (Well) (1035275),Groundhog Mountain Water System,Transient Non-Community Water System (TNC),VA1035275,unknown groundwater,-80.52711,36.64864,"c(-80.52711, 36.64864)",GROUNDHOG MOUNTAIN,TNCWS,150,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,17908413.4
Blue Ridge Parkway,BLRI,"RKNB MP 176.2 W16 Mabry Mill (Well #1 and #3, B839)(1063500)",Mabry Mill #1 Water System,Transient Non-Community Water System (TNC),VA1063500,deep groundwater,-80.405472,36.748106,"c(-80.405472, 36.748106)",MABRY MILL NO. 1,TNCWS,600,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000",17908413.4
Blue Ridge Parkway,BLRI,RKNB MP 176.2 W47 Mabry Mill#2/B806(Well)(1063501),Mabry Mill #2 Water System,Transient Non-Community Water System (TNC),VA1063501,deep groundwater,-80.405433,36.752775,"c(-80.405433, 36.752775)",MABRY MILL NO. 2,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,RKNB MP 174.1 W15 Rocky Knob Cabins/B839(Well)(1063700),Rocky Knob Cabins Water System,Transient Non-Community Water System (TNC),VA1063700,unknown groundwater,-80.341929,36.833575,"c(-80.341929, 36.833575)",ROCKY KNOB CABINS,TNCWS,30,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,RKNB MP 167.1 W13 Rocky Knob Maint & CG/B010 (Well)(1063701),Rock Knob Campground Water System,Transient Non-Community Water System (TNC),VA1063701,shallow groundwater,-80.354121,36.809865,"c(-80.354121, 36.809865)",ROCKY KNOB MAIN AREA,TNCWS,250,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,17908413.4
Blue Ridge Parkway,BLRI,RKNB MP 169.0 W14 Rocky Knob PA (Well)(1063702),Rocky Knob Picnic Area Water System,Transient Non-Community Water System (TNC),VA1063702,unknown groundwater,-80.349388,36.812087,"c(-80.349388, 36.812087)",ROCKY KNOB PICNIC AREA,TNCWS,250,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,17908413.4
Blue Ridge Parkway,BLRI,MONT MP 8.4 W2 Humpback PA (Spring & Well) (2015382),Humpback Rocks Picnic Area Water System,Transient Non-Community Water System (TNC),VA2015382,deep groundwater,-78.921042,37.945858,"c(-78.921042, 37.945858)",HUMPBACK ROCKS PICNIC AREA,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,MONT MP 5.7 W1 Humpback VC /B410 (Well) (2015384),Humpback Rocks Visitor Center Water System,Transient Non-Community Water System (TNC),VA2015384,deep groundwater,-78.898692,37.970219,"c(-78.898692, 37.970219)",HUMPBACK ROCKS VISITOR CENTER,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,PEAK MP 85.6 W8 Peaks Lodge (Well) (2023475),Peaks of Otter Water System,Non-Transient Non-Community Water System (NTNC),VA2023475,deep groundwater,-79.606352,37.448751,"c(-79.606352, 37.448751)",PEAKS OF OTTER,NTNCWS,126,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,17908413.4
Blue Ridge Parkway,BLRI,PEAK MP 85.6 W8 Peaks Lodge (Well) (2023475),Peaks of Otter Water System,Non-Transient Non-Community Water System (NTNC),VA2023475,unknown groundwater,-79.605947,37.448772,"c(-79.605947, 37.448772)",PEAKS OF OTTER,NTNCWS,126,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,17908413.4
Blue Ridge Parkway,BLRI,PEAK MP 85.7  W9 Peaks of Otter CG (Well)(2023476),Peaks of Otter Campground and V.C.,Non-Transient Non-Community Water System (NTNC),VA2023475,unknown groundwater,-79.607492,37.444797,"c(-79.607492, 37.444797)",PEAKS OF OTTER,NTNCWS,126,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,17908413.4
Blue Ridge Parkway,BLRI,JRVR MP 63.6 W6 James River VC (Well) (2163315),James River Visitor Center Water System,Transient Non-Community Water System (TNC),VA2163315,deep groundwater,-79.36589,37.555175,"c(-79.36589, 37.555175)",JAMES RIVER VISITOR CENTER,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
Blue Ridge Parkway,BLRI,JRVR MP 60.8 W5 Otter Creek (Well) (2163657),Otter Creek Water System,Transient Non-Community Water System (TNC),VA2163657,deep groundwater,-79.335311,37.574714,"c(-79.335311, 37.574714)",OTTER CREEK RECREATION AREA,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,17908413.4
