park_name,park_unit,water_system_name,alternative_name,classification,pws_number,source_type,source_longitude,source_latitude,geometry,PWS_NAME,PWS_TYPE_CODE,POPULATION_SERVED_COUNT,POP_CAT_2_CODE,POP_CAT_3_CODE,POP_CAT_4_CODE,POP_CAT_5_CODE,POP_CAT_11_CODE,POP_CAT_2_DESC,POP_CAT_3_DESC,POP_CAT_4_DESC,POP_CAT_5_DESC,POP_CAT_11_DESC
First State National Historic Park,FRST,137 Beaver Valley Rd - Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.564363,39.840319,"c(-75.564363, 39.840319)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,140 Beaver Valley Rd - Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.56645,39.842548,"c(-75.56645, 39.842548)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,159 Beaver Valley Rd - Barn,NA,Non-Potable (NonPOT),NA,unknown groundwater,-75.548722,39.847275,"c(-75.548722, 39.847275)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,162 Beaver Valley Rd - Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.547146,39.846236,"c(-75.547146, 39.846236)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,211 Beaver Valley Rd - Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.553249,39.848616,"c(-75.553249, 39.848616)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,216 Beaver Valley Rd - Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.551756,39.845441,"c(-75.551756, 39.845441)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,221 Beaver Valley Rd. Barn,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.553296,39.845188,"c(-75.553296, 39.845188)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,232 Beaver Valley Rd - Barn,NA,Non-Potable (NonPOT),NA,unknown groundwater,-75.548745,39.841441,"c(-75.548745, 39.841441)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,232 Beaver Valley Rd - Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.549163,39.841565,"c(-75.549163, 39.841565)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,404 Ramsey Rd - Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.567491,39.832937,"c(-75.567491, 39.832937)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,405 Ramsey Rd,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.567859,39.829724,"c(-75.567859, 39.829724)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,406 Ramsey Rd - Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.568296,39.828004,"c(-75.568296, 39.828004)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,4501 Thompsons Bridge Rd - Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.562751,39.822095,"c(-75.562751, 39.822095)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,4700 Thompsons Bridge Rd - Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.564648,39.824336,"c(-75.564648, 39.824336)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,500 Woodlawn Rd - Barn,NA,Non-Potable (NonPOT),NA,unknown groundwater,-75.556807,39.822782,"c(-75.556807, 39.822782)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,500 Woodlawn Rd - Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.556807,39.822782,"c(-75.556807, 39.822782)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,502 Woodlawn Rd - Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.556146,39.823109,"c(-75.556146, 39.823109)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,601 Beaver Valley Rd - Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.558778,39.836383,"c(-75.558778, 39.836383)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,701 Beaver Valley Rd - Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.562024,39.836368,"c(-75.562024, 39.836368)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,800 Beaver Valley Rd - Barn,NA,Non-Potable (NonPOT),NA,unknown groundwater,-75.56409,39.838181,"c(-75.56409, 39.838181)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,800 Beaver Valley Rd - Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.56409,39.838181,"c(-75.56409, 39.838181)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,810 Beaver Valley Rd - Residence,NA,Non-Public Water System (NP),NA,shallow groundwater,-75.565881,39.839073,"c(-75.565881, 39.839073)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,Park Headquarters - Brandywine Valley Unit,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.563375,39.659866,"c(-75.563375, 39.659866)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,Penn Woods Winery,NA,Non-Potable (NonPOT),NA,unknown groundwater,-75.546765,39.84764,"c(-75.546765, 39.84764)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,Penns Woods Winery- Vinyard,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.546765,39.84764,"c(-75.546765, 39.84764)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
First State National Historic Park,FRST,Ramsey House,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.567776,39.828944,"c(-75.567776, 39.828944)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Gauley River National Recreation Area,GARI,Gauley Tailwaters Water System,NA,Community Water System (CWS),WV3303405,municipal,-80.888346,38.213853,"c(-80.888346, 38.213853)",WILDERNESS PSD,CWS,6106,1,2,1,3,5,"<10,000","3,301-50,000",<10K,"3,301-10,000","3,301-10,000"
Gateway National Recreation Area,GATE,SAHO CDW Sandy Hook Water System,NA,Community Water System (CWS),NJ1331001,deep groundwater,-73.998303,40.451101,"c(-73.998303, 40.451101)",GATEWAY NRA SANDY HOOK,CWS,500,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
George Rogers Clark National Historical Park,GERO,"Vincennes, IN CWS",Vincennes Water Department,Community Water System (CWS),IN5242014,municipal,-87.543499,38.675394,"c(-87.543499, 38.675394)",VINCENNES WATER DEPARTMENT,CWS,18701,2,2,2,4,6,"10,000+","3,301-50,000","10K-49,999","10,001-100,000","10,001-50,000"
Gettysburg National Military Park,GETT,GETT Parkwide Water System,NA,Community Water System (CWS),PA7010019,municipal,-77.219141,39.829393,"c(-77.219141, 39.829393)",GETTYSBURG MUNI AUTH,CWS,12425,2,2,2,4,6,"10,000+","3,301-50,000","10K-49,999","10,001-100,000","10,001-50,000"
Gettysburg National Military Park,GETT,Bushman House,Bushman House,Non-Public Water System (NP),NA,unknown groundwater,-77.25139,39.78972,"c(-77.25139, 39.78972)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Gettysburg National Military Park,GETT,Groft,Groft,Non-Public Water System (NP),NA,unknown groundwater,-77.2285,39.79264,"c(-77.2285, 39.79264)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Gettysburg National Military Park,GETT,McClean,McClean,Non-Public Water System (NP),NA,unknown groundwater,-77.240531,39.846036,"c(-77.240531, 39.846036)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Gettysburg National Military Park,GETT,Rose House,Rose House,Non-Public Water System (NP),NA,unknown groundwater,-77.249364,39.797117,"c(-77.249364, 39.797117)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Gettysburg National Military Park,GETT,Roundtop School,Roundtop School,Non-Public Water System (NP),NA,unknown groundwater,-77.22983,39.79425,"c(-77.22983, 39.79425)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Gettysburg National Military Park,GETT,Slyder House,Slyder House,Non-Public Water System (NP),NA,unknown groundwater,-77.24672,39.788801,"c(-77.24672, 39.788801)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Gettysburg National Military Park,GETT,South End Comfort Station,South End CS,Non-Public Water System (NP),NA,shallow groundwater,-77.255625,39.78851,"c(-77.255625, 39.78851)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Gettysburg National Military Park,GETT,Wills Winebrenner,Wills Winebrenner,Non-Public Water System (NP),NA,unknown groundwater,-77.2384,39.8045,"c(-77.2384, 39.8045)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
George Washington Birthplace National Monument,GEWA,Park-Wide Water System,NA,Transient Non-Community Water System (TNC),VA4193445,deep groundwater,-76.91876,38.18196,"c(-76.91876, 38.18196)",GEORGE WASHINGTON BIRTHPLACE,TNCWS,500,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Gila Cliff Dwellings National Monument,GICL,(GICL) Water System,NA,Non-Transient Non-Community Water System (NTNC),NM3590702,shallow groundwater,-108.268616,33.229217,"c(-108.268616, 33.229217)",GILA VISITOR CENTER-NPS GICL,TNCWS,219,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Glacier National Park,GLAC,WLD Avalanche Utilities Water System,NA,Transient Non-Community Water System (TNC),MT0002712,spring,-113.816706,48.676699,"c(-113.816706, 48.676699)",AVALANCHE CAMPGROUND,TNCWS,200,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Glacier National Park,GLAC,WLD Bowman Lake Utilities Water System,NA,Transient Non-Community Water System (TNC),MT0002713,shallow groundwater,-114.201948,48.830867,"c(-114.201948, 48.830867)",BOWMAN LAKE CAMPGROUND,TNCWS,51,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Glacier National Park,GLAC,WLD Fish Creek Utilities Water System,Fish Creek CG,Transient Non-Community Water System (TNC),MT0002715,shallow groundwater,-113.983438,48.546857,"c(-113.983438, 48.546857)",FISH CREEK CAMPGROUND,TNCWS,100,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Glacier National Park,GLAC,WLD Granite Chalet Utilities Water System,NA,Transient Non-Community Water System (TNC),MT0002717,shallow groundwater,-113.778514,48.77435,"c(-113.778514, 48.77435)",GRANITE PARK CHALET,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Glacier National Park,GLAC,WLD Kintla Lake Utilities Water System,NA,Transient Non-Community Water System (TNC),MT0002718,shallow groundwater,-114.347091,48.937547,"c(-114.347091, 48.937547)",KINTLA LAKE CAMPGROUND,TNCWS,30,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Glacier National Park,GLAC,WLD Lake McDonald Utilities Summer Water System,NA,Transient Non-Community Water System (TNC),MT0002719,shallow groundwater,-113.878598,48.615674,"c(-113.878598, 48.615674)",LAKE MCDONALD LODGE,TNCWS,400,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Glacier National Park,GLAC,HBD Logan Pass Utilities Water System,NA,Transient Non-Community Water System (TNC),MT0002720,shallow groundwater,-113.72824,48.6973,"c(-113.72824, 48.6973)",LOGAN PASS VISITORS CENTER,TNCWS,1000,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Glacier National Park,GLAC,HBD Many Glacier Utilities Water System,NA,Transient Non-Community Water System (TNC),MT0002722,shallow groundwater,-113.657319,48.800571,"c(-113.657319, 48.800571)",MANY GLACIER LODGE HOTEL,TNCWS,650,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Glacier National Park,GLAC,HBD Many Glacier Utilities Water System,NA,Transient Non-Community Water System (TNC),MT0002722,shallow groundwater,-113.657319,48.800571,"c(-113.657319, 48.800571)",MANY GLACIER LODGE HOTEL,TNCWS,650,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Glacier National Park,GLAC,WLD Polebridge Utilities Water System,NA,Transient Non-Community Water System (TNC),MT0002724,shallow groundwater,-114.281167,48.783927,"c(-114.281167, 48.783927)",POLEBRIDGE RANGER STATION,TNCWS,62,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Glacier National Park,GLAC,HBD Rising Sun Utilities Water System,NA,Transient Non-Community Water System (TNC),MT0002726,shallow groundwater,-113.522044,48.694782,"c(-113.522044, 48.694782)",RISING SUN CAMPGROUND,TNCWS,400,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Glacier National Park,GLAC,WLD Sperry Chalet Utiltiies Water System,NA,Transient Non-Community Water System (TNC),MT0002727,river/stream,-113.783419,48.604925,"c(-113.783419, 48.604925)",SPERRY CHALET,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Glacier National Park,GLAC,HBD St Mary Utilities Water System,St. Mary Water System,Community Water System (CWS),MT0002729,shallow groundwater,-113.451325,48.745415,"c(-113.451325, 48.745415)",ST MARY HEADQUARTERS AND CG,CWS,1030,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Glacier National Park,GLAC,HBD St Mary Utilities Water System,St. Mary Water System,Community Water System (CWS),MT0002729,shallow groundwater,-113.436608,48.757297,"c(-113.436608, 48.757297)",ST MARY HEADQUARTERS AND CG,CWS,1030,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Glacier National Park,GLAC,HBD Two Medicine Utilities Water System,NA,Transient Non-Community Water System (TNC),MT0002730,shallow groundwater,-113.363525,48.488396,"c(-113.363525, 48.488396)",TWO MEDICINE RANGER STATION,TNCWS,300,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Glacier National Park,GLAC,HBD Two Medicine Utilities Water System,NA,Transient Non-Community Water System (TNC),MT0002730,shallow groundwater,-113.364886,48.4893,"c(-113.364886, 48.4893)",TWO MEDICINE RANGER STATION,TNCWS,300,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Glacier National Park,GLAC,WLD Headquarters Utilities Water System,NA,Community Water System (CWS),MT0003176,spring,-114.0253,48.509153,"c(-114.0253, 48.509153)",HEADQUARTERS  APGAR,CWS,500,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Glacier National Park,GLAC,HBD Swiftcurrent Utilities Water System,NA,Transient Non-Community Water System (TNC),MT0003592,shallow groundwater,-113.67374,48.796954,"c(-113.67374, 48.796954)",SWIFTCURRENT CAMPGROUND,TNCWS,400,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Glacier National Park,GLAC,HBD Goat Haunt Utilities Water System,NA,Transient Non-Community Water System (TNC),MT0062716,shallow groundwater,-113.894064,48.958042,"c(-113.894064, 48.958042)",GOAT HAUNT VISITORS CENTER,TNCWS,66,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Glacier National Park,GLAC,WLD Lake McDonald RS Utilities Water System,NA,Non-Public Water System (NP),NA,shallow groundwater,-113.873085,48.639684,"c(-113.873085, 48.639684)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Glacier National Park,GLAC,WLD Lake McDonald Utilities Winter Water System,NA,Non-Public Water System (NP),NA,shallow groundwater,-113.867634,48.635493,"c(-113.867634, 48.635493)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Glacier National Park,GLAC,HBD Two Medicine Ent Sta Water System,NA,Non-Potable (NonPOT),NA,shallow groundwater,-113.348561,48.497438,"c(-113.348561, 48.497438)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Glacier National Park,GLAC,HBD Many Glacier Horse Conc Water System,NA,Non-Public Water System (NP),NA,shallow groundwater,-113.638158,48.800571,"c(-113.638158, 48.800571)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Glacier National Park,GLAC,HBD Sherburne Utilities Water System,NA,Non-Potable (NonPOT),NA,river/stream,-113.574642,48.821408,"c(-113.574642, 48.821408)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Glacier National Park,GLAC,HBD Belly River Utilities Water System,NA,Non-Public Water System (NP),NA,river/stream,-113.721469,48.927379,"c(-113.721469, 48.927379)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Glacier National Park,GLAC,HBD Cut Bank Creek RS Water System,NA,Non-Public Water System (NP),NA,river/stream,-113.383318,48.600747,"c(-113.383318, 48.600747)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Glacier National Park,GLAC,WLD Walton Utilities Water System,NA,Non-Public Water System (NP),NA,shallow groundwater,-113.602699,48.274261,"c(-113.602699, 48.274261)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Tallgrass Prairie National Preserve,GLAC,Many Glacier Caretaker Water System,Many Glacier Caretaker Water System,Non-Potable (NonPOT),NA,spring,-113.65679,48.80049,"c(-113.65679, 48.80049)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Glen Canyon National Recreation Area,GLCA,Wahweap Water System,NA,Community Water System (CWS),AZ0403712,deep groundwater,-111.510163,36.999396,"c(-111.510163, 36.999396)",GLEN CANYON NRA WAHWEAP,CWS,579,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Glen Canyon National Recreation Area,GLCA,Wahweap Water System,NA,Community Water System (CWS),AZ0403712,deep groundwater,-111.507984,36.991004,"c(-111.507984, 36.991004)",GLEN CANYON NRA WAHWEAP,CWS,579,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Glen Canyon National Recreation Area,GLCA,Lees Ferry Water System,NA,Transient Non-Community Water System (TNC),AZ0403713,river/stream,-111.585983,36.866201,"c(-111.585983, 36.866201)",GCNRA LEES FERRY,TNCWS,890,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Glen Canyon National Recreation Area,GLCA,Lees Ferry Water System,NA,Transient Non-Community Water System (TNC),AZ0403713,river/stream,-111.588249,36.866099,"c(-111.588249, 36.866099)",GCNRA LEES FERRY,TNCWS,890,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Glen Canyon National Recreation Area,GLCA,Antelope Point Water System,Antelope Point,Transient Non-Community Water System (TNC),NN0400818,purchased/concessioner,-111.431551,36.961431,"c(-111.431551, 36.961431)",Antelope Point Marina,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Glen Canyon National Recreation Area,GLCA,Bullfrog Water System,NA,Community Water System (CWS),UTAH13014,deep groundwater,-110.718373,37.527828,"c(-110.718373, 37.527828)",GLEN CANYON NRA - BULLFROG,CWS,690,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Glen Canyon National Recreation Area,GLCA,Bullfrog Water System,NA,Community Water System (CWS),UTAH13014,deep groundwater,-110.711095,37.531223,"c(-110.711095, 37.531223)",GLEN CANYON NRA - BULLFROG,CWS,690,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Glen Canyon National Recreation Area,GLCA,Bullfrog Water System,NA,Community Water System (CWS),UTAH13014,deep groundwater,-110.72087,37.527557,"c(-110.72087, 37.527557)",GLEN CANYON NRA - BULLFROG,CWS,690,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Glen Canyon National Recreation Area,GLCA,Lone Rock Water System,NA,Transient Non-Community Water System (TNC),UTAH13053,deep groundwater,-111.55287,37.015454,"c(-111.55287, 37.015454)",GLEN CANYON NRA - LONE ROCK CAMPGROUND,TNCWS,104,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Glen Canyon National Recreation Area,GLCA,Halls Crossing Water System,NA,Community Water System (CWS),UTAH19046,deep groundwater,-110.720689,37.449898,"c(-110.720689, 37.449898)",GLEN CANYON NRA - HALLS CROSSING,CWS,190,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Glen Canyon National Recreation Area,GLCA,Halls Crossing Water System,NA,Community Water System (CWS),UTAH19046,deep groundwater,-110.719493,37.450017,"c(-110.719493, 37.450017)",GLEN CANYON NRA - HALLS CROSSING,CWS,190,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Glen Canyon National Recreation Area,GLCA,Hite Water System,NA,Transient Non-Community Water System (TNC),UTAH19047,deep groundwater,-110.395012,37.872718,"c(-110.395012, 37.872718)",GLEN CANYON NRA - HITE MARINA,TNCWS,462,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Glen Canyon National Recreation Area,GLCA,Dangling Rope Water System,NA,Community Water System (CWS),UTAH19061,deep groundwater,-111.08372,37.125628,"c(-111.08372, 37.125628)",GLEN CANYON NRA - DANGLING ROPE,CWS,65,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Glen Canyon National Recreation Area,GLCA,Dangling Rope Water System,NA,Community Water System (CWS),UTAH19061,deep groundwater,-111.0838,37.12532,"c(-111.0838, 37.12532)",GLEN CANYON NRA - DANGLING ROPE,CWS,65,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Golden Gate National Recreation Area,GOGA,"Water Distribution System, Banducci Ranch",NORTH DISTRICT - Banducci Ranch,Community Water System (CWS),CA2100508,municipal,-122.419013,37.781094,"c(-122.419013, 37.781094)",MUIR BEACH COMMUNITY,CWS,336,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Golden Gate National Recreation Area,GOGA,"Water Distribution System, Muir Woods",NORTH DISTRICT - Muir Woods,Community Water System (CWS),CA2110002,municipal,-122.518306,37.936856,"c(-122.518306, 37.936856)",MARIN MUNICIPAL WATER DISTRICT,CWS,186895,2,3,4,5,8,"10,000+",">50,000",100K+,">100,000","100,001-250,000"
Golden Gate National Recreation Area,GOGA,"Water Distribution System, Stinson Beach",STINSON BEACH COUNTY WTR DIST,Community Water System (CWS),CA2110004,municipal,-122.518306,37.936856,"c(-122.518306, 37.936856)",STINSON BEACH COUNTY WTR DIST,CWS,583,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Golden Gate National Recreation Area,GOGA,"Water Distribution System, Marin Headlands",NORTH DISTRICT - Marin Headlands,Community Water System (CWS),CA2110350,municipal,-122.518306,37.936856,"c(-122.518306, 37.936856)",NPS GGNRA,CWS,18447,2,2,2,4,6,"10,000+","3,301-50,000","10K-49,999","10,001-100,000","10,001-50,000"
Golden Gate National Recreation Area,GOGA,"Water Distribution System, China Beach",SOUTH DISTRICT - China Beach,Community Water System (CWS),CA3810011,municipal,-122.419013,37.781094,"c(-122.419013, 37.781094)",SFPUC CITY DISTRIBUTION DIVISION,CWS,848019,2,3,4,5,10,"10,000+",">50,000",100K+,">100,000","500,001-1,000,000"
Golden Gate National Recreation Area,GOGA,"Water Distribution System, Fort Funston (FFWDS)",SOUTH DISTRICT - Fort Funston,Community Water System (CWS),CA3810011,municipal,-122.419013,37.781094,"c(-122.419013, 37.781094)",SFPUC CITY DISTRIBUTION DIVISION,CWS,848019,2,3,4,5,10,"10,000+",">50,000",100K+,">100,000","500,001-1,000,000"
Golden Gate National Recreation Area,GOGA,"Water Distribution System, Fort Mason",SOUTH DISTRICT - Fort Mason,Community Water System (CWS),CA3810011,municipal,-122.419013,37.781094,"c(-122.419013, 37.781094)",SFPUC CITY DISTRIBUTION DIVISION,CWS,848019,2,3,4,5,10,"10,000+",">50,000",100K+,">100,000","500,001-1,000,000"
Golden Gate National Recreation Area,GOGA,"UTLS-8"" Main Water Line",SOUTH DISTRICT - Fort Point,Community Water System (CWS),CA3810700,municipal,-122.481107,37.792246,"c(-122.481107, 37.792246)",PRESIDIO OF SAN FRANCISCO,CWS,3500,1,2,1,3,5,"<10,000","3,301-50,000",<10K,"3,301-10,000","3,301-10,000"
Golden Gate National Recreation Area,GOGA,"Water Distribution System, Alcatraz",Alcatraz Water System,Non-Public Water System (NP),NA,municipal,-122.419013,37.781094,"c(-122.419013, 37.781094)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Golden Gate National Recreation Area,GOGA,Slide Ranch Water Distribution System,NORTH DISTRICT - Slide Ranch,Transient Non-Community Water System (TNC),CA2110009,shallow groundwater,-122.629565,37.888037,"c(-122.629565, 37.888037)",SLIDE RANCH,TNCWS,47,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Golden Gate National Recreation Area,GOGA,Ember Ridge,Ember Ridge,Non-Public Water System (NP),NA,deep groundwater,-122.502474,37.524908,"c(-122.502474, 37.524908)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Golden Gate National Recreation Area,GOGA,Moss Beach Ranch,Moss Beach Ranch,Non-Public Water System (NP),NA,deep groundwater,-122.506854,37.525991,"c(-122.506854, 37.525991)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Golden Spike National Historic Site,GOSP,GOSP WATER SYSTEM   PWIST 02026,NA,Transient Non-Community Water System (TNC),UTAH02026,deep groundwater,-112.548011,41.61803,"c(-112.548011, 41.61803)",GOLDEN SPIKE NM,TNCWS,30,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Great Basin National Park,GRBA,Baker,Baker Water and Sewer Grid,Community Water System (CWS),NV0000863,municipal,-114.20289,39.01048,"c(-114.20289, 39.01048)",BAKER WATER AND SEWER GID,CWS,85,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Great Basin National Park,GRBA,UTIL FC Cave Springs Water System,Cave Springs,Transient Non-Community Water System (TNC),NV0000301,spring,-114.05404,39.139434,"c(-114.05404, 39.139434)",CAVE SPRINGS WATER SYSTEM NPS,TNCWS,1000,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Great Basin National Park,GRBA,UTIL FC Cave Springs Water System,Cave Springs,Transient Non-Community Water System (TNC),NV0000301,spring,-114.05404,39.139434,"c(-114.05404, 39.139434)",CAVE SPRINGS WATER SYSTEM NPS,TNCWS,1000,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Great Basin National Park,GRBA,UTIL FC Lehman Creek CG Water System,Lehman Creek,Transient Non-Community Water System (TNC),NV0003051,spring,-114.239529,39.016659,"c(-114.239529, 39.016659)",LEHMAN CREEK CAMPGROUND NPS,TNCWS,60,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
